unit_id,article_title,article_content,source,date,location,labels,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,label
1919191759,Chemical attack in Idlib draws international condemnation,"4 Apr 2017 An alleged chemical attack that killed at least 58 and injured dozens in the rebel-held town of Khan Shaykhun in Idlib province has triggered global criticism. Syrian children receive treatment following a suspected toxic gas attack in Khan Shaykhun a rebel-held town in the northwestern Syrian Idlib province on April 4 2017. (TRT World and Agencies) International leaders have condemned the alleged chemical attacks which killed at least 58 people including 11 children in Syrias Idlib province on Tuesday. Syrian regime jets pounded the town of Khan Shaykhun. Medics attending the victims said they bore the signs of a gas attack. The war monitor Syrian Observatory for Human Rights (SOHR) said those killed had died from suffocation and the effects of a toxic gas. The weapons used caused many people to choke or faint and some had foam coming out of their mouths SOHR said citing medical sources who described the air strikes as a ""toxic gas attack."" Fifteen victims mostly women and children were brought to Turkey for treatment. International condemnation Turkeys Foreign Minister Mevlut Cavusoglu said Turkey condemns the suspected chemical attack describing it as a crime against humanity. He said the attack could derail the process of Syrian peace talks being held in Astana Kazakhstan. EUs diplomatic chief Federica Mogherini said the regime of Bashar al Assad bears ""primary responsibility"" for the attack. ""Today the news is awful"" Mogherini said in an interview with media organisations in Brussels on the sidelines of a EU-UN conference that was meant to focus on the post-conflict situation in Syria. French President Francois Hollande accused Assad regime of responsibility for a ""massacre"". ""Once again the Syrian regime will deny the evidence of its responsibility for this massacre"" Hollande said in a statement. The White House also blamed the attack on the regime saying the incident was ""reprehensible and cannot be ignored by the civilised world."" ""These heinous actions by the Bashar al-Assad regime are a consequence of the last administrations weakness and irresolution"" White House spokesman Sean Spicer told a briefing. British Foreign Secretary Boris Johnson also condemned the attack saying those responsible should be ""held to account."" Drawing criticism from around the world Idlib was also trending globally on social media site Twitter. Russia denies involvement Turkish President Recep Tayyip Erdogan and Russian President Vladimir Putin discussed Tuesdays attack Turkish presidential sources said. ""President Erdogan touched on the use of chemical weapons against civilians in Idlib. President Erdogan said such inhumane attacks are unacceptable"" a statement from top residential sources said. However Russia has categorically denied any involvement. ""Planes of the Russian air force have not carried out any strikes near Khan Shaykhun of Idlib province"" said a statement by the Russias defence ministry. The two leaders also have emphasised the importance of the maintenance of an ongoing ceasefire in Syria. TRT Worlds Shamim Chowdhury has the latest from Gaziantep near the Turkish-Syria border. ""Toxic gas attack"" kills at least 58 in Idlib - YouTube Opposition demands UN investigation Syrias opposition National Coalition demanded a UN investigation into the attack. ""The National Coalition demands the [UN] Security Council convene an emergency session ... open an immediate investigation and take the necessary measures to ensure the officials perpetrators and supporters are held accountable"" the body said in a statement. The opposition said on Tuesday that the attack ""calls into question"" the peace process. ""If the United Nations cannot deter the regime from carrying out such crimes how can it achieve a process that leads to political transition in Syria?"" said Mohamad Sabra the head negotiator for the main opposition High Negotiations Committee (HNC) that participated in recent peace talks in Geneva. The regime military source denied that its forces used any such weapons saying the army ""does not and has not"" used chemical weapons ""not in the past and not in the future."" Meanwhile a rocket has slammed into a hospital in northwestern Syria on Tuesday as doctors treated victims of the suspected chemical attack destroying part of the building. The projectile hit the building in Khan Shaykhun bringing down rubble on top of medics. TRT World spoke to Idlib-based Syrian activist Ahmad Ibrahim. Suspected gas attack on rebel-held Idlib kills at least 58 - YouTube Source TRTWorld and agencies",trt,4/4/2017,idlib,0,,,,,0
1965511179,7 Civilians Killed 25 Injured in Terrorist Car Attack in Tal Abyad Raqqa,29-06-2016 7 Civilians Killed 25 Injured in Terrorist Car Attack in Tal Abyad Raqqa. Seven civilians were killed and 25 other were injured most of them in critical condition in a terrorist car bomb attack in Tal Abyad city in the northern countryside of Raqqa province on Wednesday Seven civilians were killed and 25 other were injured most of them in critical condition in a terrorist car bomb attack in Tal Abyad city in the northern countryside of Raqqa province on Wednesday. Local sources in the city told SANA that the terrorist bombing occurred at the center of the city in front of Teachers Syndicate. Besides the casualties the attack also caused great material damage to the Syndicates building and nearby houses according to the locals. Tal Abyad city is located about 100 km to the north of Raqqa city.,manar,6/2/2016,raqqa,0,,,,,0
1915433683,Syrias Nusra Front stages deadly suicide bombing in Aleppo,7 July 2015 A suicide bomber from al-Qaedas Syrian affiliate al-Nusra Front killed 25 soldiers and fighters loyal to Assads regime in government-held western Aleppo on Monday a monitoring group said Tags Nusra Front al-Qaeda Aleppo Syria Assad extremism war. A suicide bomber from Syrias al Qaeda offshoot the Nusra Front blew himself up in a Syrian army outpost in a contested neighborhood in the divided northern city of Aleppo and killed at least 25 soldiers and allied militia and injured scores a monitor said. The UK based Syrian Observatory for Human Rights which tracks the violence across the country said the explosion from the blast was heard across the city where several Islamist-led groups recently launched an offensive to control the remaining western parts of the city in government hands. Rebel websites said there was heavy bombardment of rebel-held portions of Jamiyat al Zahra district where rebels had gained ground and brought them closer to the heart of government controlled parts of the city which was before the 2011 civil war the countrys main industrial and commercial hub. Rami Abdul Rahman head of the monitor group said the Syrian army had responded with heavy firepower including aerial bombardment in an attempt to stem the offensive. The al Qaeda-linked insurgents posted on social media images of fighters from the Nusra Front heading towards the district which the Syrian army has repeatedly said in recent days had not fallen into insurgent hands. Syrian television said the Syrian army had foiled an attempt by extremists to detonate an explosive-laden truck heading towards Jamiyat al Zahra and that it was detonated before reaching its target.,alaraby,7/7/2015,aleppo,0,,,,,0
1965511178,Syrian Army Allies Kill 100 Terrorists in Mallah Farms in Aleppo,30-06-2016 Syrian Army Allies Kill 100 Terrorists in Mallah Farms in Aleppo. Over 100 militants including field commanders were killed by the Syrian army and allies who repelled a major terrorist attack on Mallah Farms in Aleppo northern countryside. Over 100 militants including field commanders were killed by the Syrian army and allies who repelled a major terrorist attack on Mallah Farms in Aleppo northern countryside. Nusra Front (Qaeda branch in the Levant) Jaish al-Fateh and a number of terrorist groups were involved in the attack which was frustrated since its beginning when the Syrian army detonated the terrorists booby-trapped vehicles before reaching their targets. The Syrian air force and artillery regiment ambushed and struck the terrorists reinforcements claiming scores of terrorists and blocking their progress towards Mallah Farms which marks a remarkable battlefield victory. Moreover the Syrian army units backed by the Air Force continued on Thursday targeting gatherings and vehicles of ISIL and other terrorist organizations across the country inflicting heavy losses upon them in personnel and equipment.,manar,6/5/2016,aleppo,0,,,,,0
1926479165,Russian Airstrikes Disrupt Last Remaining Ambulance Service in Rural Aleppo,Print this page Tuesday 19 July 2016 16:45 Russian Airstrikes Disrupt Last Remaining Ambulance Service in Rural Aleppo. The relentless aerial bombardment by Russian forces has rendered dysfunctional the last remaining ambulance service in western rural Aleppo director of the service Taysir Hammoud said. Hammoud pointed out that the center for emergency medical services came under intense airstrikes by Russian forces over the past few days. The bombing caused severe damage to the equipment of the center especially ambulance vehicles. Hammoud added that they are working on restoring the medical services in the area but he did not specify a date when the services will be fully restored. Hammoud added that the ambulance service set up medical centers close to the battlefronts in rural Aleppo to provide urgent treatment to those who need it as a result of the ongoing battles. The ambulance teams lost three crewmembers who were killed trying to rescue victims of battles and airstrikes in the area. The ambulance service center in western rural Aleppo set up in 2014 comprises 15 medics 9 ambulance drivers and 4 administrative staff members. The center provided services for civilians and opposition fighters in local makeshift hospitals and helped move the wounded to border crossings with Turkey. The only hospital in the town of Kafar Hamra in northern rural Aleppo was completely destroyed in Russian airstrikes on Thursday killing three medics. According to the Syrian Network for Human Rights (SNHR) the Russian air force targeted at least 243 vital civilian facilities including 5 IDP camps between September 30 2015 and March 15 2016 when Russia announced partial withdrawal of its forces from Syria. The targeted civilian facilities also included 51 medical centers 57 infrastructure facilities 52 educational facilities 50 religious centers 25 residential blocks and 5 IDP camps. (Source: Syrian Coalition + Smart News) Twitter,etilaf,7/14/2016,aleppo,0,,,,,0
1924058140,Russian airstrikes hit Syrian opposition forces,Published April 2 2017 Syrian opposition forces on Sunday claimed that Russian jets in violation of a cease-fire hit an outpost in northwestern Syrias Idlib province near the border with Turkey killing at least one opposition fighter and wounding several others. They said several overnight raids hit Babeska a village in Idlib that has become a haven for several moderate Free Syrian Army (FSA) groups. A tripartite mechanism was established in February by Turkey Russia and Iran to monitor the ceasefire in Syria. Opposition forces however say Russia has failed to pressure the Assad regime to ensure the ceasefire holds. The village also houses hundreds of families and fighters from the Damascus suburb of Daraya which fell to Assad regime forces last year and was evacuated by opposition forces. Fighter jets also believed to be Russian struck the town of Urum al Kubra in the opposition-held western Aleppo countryside where five civilians were killed in an area that has witnessed fighting between the opposition and the Assad regime the opposition said.,dailysabah,4/14/2017,idlib,0,,,,,0
1923848194,Syrian air strikes kill 70 people after rebel rocket attack Monitor,"Syrian air strikes kill 70 people after rebel rocket attack Monitor Reuters Friday 6 Feb 2015 Syrian air force strikes killed at least 70 people in an opposition district outside Damascus following rocket attacks by rebels that had hit the government-controlled centre of the Syrian capital a monitoring group said on Friday. The Syrian Observatory for Human Rights which monitors violence in Syria said the air force conducted 60 strikes on the Eastern Ghouta district on Thursday and during the night. Twelve children and 11 fighters were among the dead it said. High death tolls from air force attacks are not rare but the Observatory said the focused barrage was a response to rocket attacks by Islam Army insurgents on Thursday which killed 10 people in Damascus. A message on Thursday on a Twitter account thought to belong to Islam Army chief Zahran Alloush said Thursdays rocket attack was a taste of what the Syrian military had done to Eastern Ghouta. Alloush described Damascus as a ""military zone"" and said his group would respond to any air force strikes. Islam Army was formed by a merger of rebel factions in 2013 and has received backing from Saudi Arabia. The U.N. says 200000 people have been killed since 2011 in Syrias civil war which started with peaceful protests against President Bashar al-Assad. The protests became an armed uprising after Assads forces cracked down on demonstrators.",ahram,2/6/2015,damascus,0,,,,,0
1923102890,Idlib bombing deadliest school attack in Syrias war,"Date of publication 27 October 2016 Airstrikes targeting a school complex in the town of Hass in Idlib province around noon on Wednesday may be the deadliest attack on a school since Syrias conflict began. The UN Childrens agency (UNICEF) said on Thursday that airstrikes targeting a school in Syrias rebel-held northern Idlib province early on Wednesday may be the deadliest attack on a school since Syrias conflict began nearly six years ago. Both first responders the Syrian Civil Defence and the Syrian Observatory for Human Rights have reported that 35 people were killed by the attack which struck a school complex in the village of Hass around midday on Wednesday as children gathered outside preparing to return home. Among the dead were 22 children. UNICEF Executive Director Anthony Lake has called the airstrikes an ""outrage"" tantamount to a war crime."" The Syrian Civil Defence or White Helmets have said that the attack constituted a double tap. This occurs when a warplane carries out an initial bombing raid on a target and then waits for either signs of survivors or rescue workers to arrive before executing a second or more consequent attacks. ""One rocket hit the entrance of the school as students were leaving to go home after the school administration decided to end classes for the day because of the raids"" said a local activist speaking to AFP on condition of anonymity. Idlib province is controlled by the Army of Conquest an alliance of rebel groups and extremists including the Fateh al-Sham Front which changed its name from al-Nusra Front after breaking off ties with al-Qaeda earlier this year. In the last week as Syrian and Russian airstrikes over Aleppo have temporarily calmed amid a Russian-proposed humanitarian ïÅpause in the city airstrikes on rebel positions have increased in Idlib as the Syrian regime seeks to stymie opposition gains in the province. Seven days of airstrikes across the northwestern province had left more than 75 civilians dead and another 150 wounded according to the Syrian Observatory for Human Rights. (Click to enlarge) Read Also",alaraby,10/13/2016,idlib,0,,,,,0
1965495335,At Least Six Lebanese Pilgrims Killed Dozens Hurt in Damascus Bus Blast,"01.02.2015 A bus blast in Damascus central district killed at least six people and wounded dozens; SANA has called the attack a ""terrorist explosion"". A reported blast on a bus in Damascus central district killed at least six people AFP reports. The Syrian Observatory for Human Rights said it was not immediately clear what had caused the blast in the Souq al-Hamadiyeh neighbourhood of Damascus. Inside the Lebanese Shia pilgrims bus targeted this morning by a suicide bomber in Damascus pic.twitter.comhtebsAe1Ps Carol Malouf (carolmalouf) 1 ïµ 2015 Nusra twitter account publishes picture of Abou Ez the suicide bomber responsible for the Damascus bus bombing pic.twitter.comhC7legGjLN Carol Malouf (carolmalouf) 1 ïµ 2015 The blast was also reported by Syrian state television with the official SANA news agency confirming at least four people being killed and 19 wounded. According to the information provided by the Observatory director Rami Abdel Rahman the bus was reportedly carrying Lebanese Shiite Muslim pilgrims. Syrias Ikhbariya television released the footage of men and a woman who are now hospitalized Reuters reports. It also showed an image of the targeted bus and security services on the scene. Al-Nusra Front Twitter feed said one of the groups members blew himself up ""inside a bus at the market"". It seems there was an unverified photo of a possible bomber and another one - of the wrecked vehicle according to Reuters. The civil war in Syria has been raging since March 2011. According to the UN reports by now the conflict has taken lives of more than 200000 people.",sputnik,2/2/2015,damascus,0,,,,,0
1923102873,Syrian regime airstrikes kill 22 civilians near Damascus,"Date of publication 3 April 2017 At least 22 civilians have been killed by Syrian regime airstrikes on the outskirts of Damascus on Monday the Syrian Observatory for Human Rights said. Tags Syria Damascus Douma Regime Rebels Civilians Bashar al-Assad Airstrikes Syrian regime airstrikes on a rebel-held region near Damascus killed at least 22 civilians on Monday the Syrian Observatory for Human Rights said. The highest toll was in Douma the largest town in the Eastern Ghouta region where raids killed 16 civilians including at least one child and wounded 22 it said. Five more civilians were killed in the town of Sabqa and one in the town of Harasta both also in Eastern Ghouta the Observatory said. The Eastern Ghouta region is adjacent to the capitals eastern neighbourhood of Jobar which is divided between regime and rebel control. Last month the armed opposition launched a surprise assault against regime forces from Jobar but was repelled after a week of fighting. Eastern Ghouta has been under a devastating government siege since 2012 which has trapped over 300000 civilains and is targeted regularly by airstrikes and artillery. It is the last remaining opposition stronghold near Damascus where a string of local ""reconciliation deals"" have seen villages and towns brought back under the control of President Bashar al-Assads government. The World Health Organization last week demanded immediate humanitarian access to the area saying residents are in desperate need of medical attention. ïÅTime is running out for the people of East Ghouta. As health needs increase available resources are being depleted day by day. Our main goal now is to provide access to lifesaving care for thousands of vulnerable men women and children immediately said Elizabeth Hoff WHO Representative in Syria. All 3 public hospitals and 17 public health care centres in East Ghouta are nonfunctioning and inaccessible to the population the WHO said in a statement. The regime is fighting to push rebels out of five neighbourhoods in Damascus. The rebels control almost all of Qabun and Tishreen in the northeast as well as half of Jobar in the east. They are also present in Barzeh in the north and Tadamun in the south but the neighbourhoods are covered by a truce with the regime. The Syrian conflict began when the Baath regime in power since 1963 and led by President Bashar al-Assad responded with military force to peaceful protests demanding democratic reforms during the Arab Spring wave of uprisings triggering an armed rebellion fueled by mass defections from the Syrian army. According to independent monitors hundreds of thousands of civilians have been killed in the war mostly by the regime and its powerful allies and millions have been displaced both inside and outside of Syria. The brutal tactics pursued mainly by the regime which have included the use of chemical weapons sieges mass executions and torture against civilians have led to war crimes investigations. Read Also",alaraby,4/3/2017,damascus,0,,,,,0
1923102911,Suicide attack on Syria wedding kills 32,"Date of publication 4 October 2016 The bomber blew himself up late Monday in the village of Tall Tawil in the Hassakeh province where a Kurdish party official was getting married. Tags Syria Hassakeh Kurds Suicide Attack SDF Islamic State A suicide bomber struck a wedding in northeast Syria as the bride and groom were exchanging vows killing 32 people and wounding dozens. The bomber blew himself up late Monday in the village of Tall Tawil in the Hassakeh province where a Kurdish party official was getting married. Rows of seats in the wedding hall were still covered in blood on Tuesday morning according to an AFP photographer at the scene. ""As the bride and groom were exchanging their vows I saw a man wearing a thick black jacket pass beside me"" a witness named Ahmad said. ""I thought he looked strange and a few seconds later there was an enormous explosion. ""People had fallen on the ground and I saw bodies torn to bits."" About 100 people were wounded according to the medical source in the city who gave the updated toll. The Syrian Observatory for Human Rights a British-based monitoring group gave a slightly lower toll of 31 people killed. 	 	 The Islamic State (IS) group said in a statement that one of its fighters had fired on a ""large gathering"" of Kurdish fighters near the city before blowing himself up. The claim which did not mention a wedding said 40 people had been killed. Both the groom and bride were safe but the grooms father and brother were killed in the attack a relative told AFP. ""The grooms wounds are light and he and his new wife are staying at a relatives home. He doesnt want to see anyone"" he said. ""They are really shaken up by this."" The groom Zaradesht Mustafa Fatimi hails from a prominent family deeply involved in the autonomous administration run by Kurdish factions in Syrias north. According to an official from the autonomous administration Fatimi works for a local Kurdish party. The Observatory said he is also a member of the Syrian Democratic Forces an Arab-Kurdish coalition battling IS in northern Syria. Hassakeh city is almost entirely held by Kurdish forces but Syrias regime still holds some districts. The city has often been targeted by IS militants.",alaraby,10/4/2016,hasakeh,0,,,,,0
1923848259,Monitors 15 killed in missile strike on eastern Syria city,Monitors 15 killed in missile strike on eastern Syria city AP Friday 6 Oct 2017 Syrian opposition activists say 15 civilians including children have been killed when a missile slammed into a government-held besieged neighborhood in the eastern city of Deir el-Zour. The DeirEzzor 24 monitoring group said the missile hit near a school Thursday evening in the Qusour neighborhood. Among those killed were three children and three women it said Friday blaming the Islamic State group for the attack. It said the attack destroyed the school and a nearby residential building. The Britain-based Syrian Observatory for Human Rights also reported the incident putting the number of civilians killed at 13. Syrian troops broke a nearly three-year siege on parts of Deir el-Zour last month and are fighting to liberate from IS remaining parts of the city.,ahram,10/6/2017,deir ezzor,0,,,,,0
1923848249,Russian strikes kill 34 civilians in Syrias Deir Ezzor Monitor,Russian strikes kill 34 civilians in Syrias Deir Ezzor Monitor AFP Sunday 26 Nov 2017,ahram,11/21/2017,deir ezzor,0,,,,,0
1962495693,Terrorist Attack Kills Two Injures Three in Aleppo city,Mon Apr 4 2016 Terrorist Attack Kills Two Injures Three in Aleppo city. On Monday a number of rocket shells fired by terrorists killed and injured five civilians in Aleppo city. A source at Aleppo province told SANAs correspondent that terrorists fired a number of shells from areas west of the city with the shells landing in Manyan market in New Aleppo area claiming two lives and injuring three people. The source added that the attack also caused considerable material damage to a number of shops and two parked cars. 219,alalam,4/4/2016,aleppo,0,,,,,0
1926479161,Russian Airstrikes Hit MSF Hospital in Idlib,Monday 15 February 2016 Russian Airstrikes Hit MSF Hospital in Idlib. A hospital supported by Doctors Without Borders (MSF) in the town of Maaret al-Nouman in rural Idlib was hit earlier today by Russian air airstrikes. At least seven people were killed and many more wounded in the deliberate attack on the hospital. The hospital was completely destroyed and the fate of at least eight members of staff is still unknown. The Syrian Coalition condemned the attack saying it is not the first hospital to be targeted by Russian warplanes. Russia has targeted civilian neighborhoods medical centers schools and houses of worship. This crime will not be the last as long as the international community keeps silent and shirks its responsibility to respond to them. While we hold Moscow fully responsible for these crimes we warn that the international communitys continued inaction serves as an incentive for Russia to commit more crimes in Syria. Russias acts in Syria will not only negatively affect the political process but will also encourage the spread of terrorism the Syrian Coalition stressed. The Syrian Coalition called upon the ceasefire task force formed as part of the Munich agreement not to ignore the horrible crimes Russia continues to commit against the Syrian people. These crimes would undermine all chances of reaching a political settlement to the conflict. The continued silence over Russias behavior in Syria undoubtedly represents complicity in these crimes and would ruin what has been achieved in Munich the Coalition said. These ongoing crimes especially after the adoption of UN Security Council resolution 2254 and the signing off on the Munich agreement undermine all chances of restoring trust in the international community. They cast doubt about the international communitys ability to find a real political solution to end the tragedy unfolding in Syria the Coalition added. (Source: Syrian Coalition) Twitter,etilaf,2/15/2016,idlib,0,,,,,0
1919191745,Syrian opposition advances into key Aleppo district,"12 Jul 2016 Opposition forces in Syria fight back in Aleppo to recapture the encircled district of Al Mallah after the vital supply route was cut off by regime forces. Syrians walk past an empty vegetable market in the rebel-held area of the northern Syrian city of Aleppo on July 10 2016 after the regime closed the Castello Road severing the supply route to the opposition-held eastern half of the city. (TRT World and Agencies) Syrian rebel forces advanced into a key regime-held district in Aleppo on Monday to reopen the last remaining supply route into opposition-held districts. The offensive to gain control of the strategic Castello Road in the Al Mallah district came at dawn just days after the area was encircled by regime forces. Control over the Castello Road is the only way that some 250000 besieged residents of east Aleppo can have access to essentials like food and fuel. The regimes capture of the district days ago had come during an extension of a nationwide truce declared last week by the regime to mark the Muslim holiday of Eid al Fitr. The regime which has been gaining ground on the rebels after Russia launched air strikes in support of regime leader Bashar al Assads forces last year have continued to step up their military campaigns on major battle fronts this month despite periodically announcing temporary truces. A Syrian man sells parsley at an empty vegetable market in the opposition-held area of the northern Syrian city of Aleppo on July 10 2016 after the regime closed the Castello Road severing the supply route to the opposition-held eastern half of the city. (AFP) Residents contacted in the city say prices of the little remaining vegetables bread and fuel had almost doubled in the past week with no new supplies coming into Aleppo Syrias largest city and commercial hub before the war. The Britain-based Syrian Observatory for Human Rights said air raids by regime forces on the opposition-held part of Aleppo killed 13 civilians on Monday. It also said that 19 regime fighters were killed in the fighting. Aleppo has bore the brunt of the war which began in 2011 after regime forces led a crackdown on anti-regime protesters. The war has since killed more than 300000 people with some estimates suggesting 470000 may have died. A series of peace talks were brokered by the UN in February to bring peace to Aleppo and other parts of the country but long-lasting ceasefires have not held. UN calls US and Russia to bring peace to Syria The siege by regime forces on eastern Aleppo has alarmed humanitarian workers. United Nations Deputy Spokesman Farhan Haq said the UN is extremely concered about the unfolding situation in Syria. Battle rages near Aleppo as rebels encircled Ali Mustafa reports - YouTube UN envoy Staffan de Mistura however says he is still optimistic to end the six-year-old war with the help of international support. ""My message is for Russian and for the US. Now more than ever. Because it is them who have produced and given their contributrion to making sure at least for two months that the ceasefire was agreed upon"" he said referring to the cessation of hostilities deal. On the other hand the main Syrian opposition body the High Negotiations Committee (HNC) told the UN envoy that it was premature to set a date for fresh talks in which outlines of a political deal will be presented something Mistura is seeking ahead of an August deadline. ""There is a need to adopt a new strategy to push the peace process by adopting a tougher policy against the regimes violations against the Syrian people ... before calling for a new round of negotiations"" the HNC statement said. Source TRTWorld and agencies Related News Iraqs vote violations | The global gag rule | Slovenian elections Thousands of Afghan migrants walk into Turkey for a better life Syrian regime attacks kill 16 civilians in Idlib Will Sochi peace talks end Syrian war or become yet another failure? Category News Latest updates Idlib The blunders of MBS and how Saudi Arabia can reclaim its sovereignty Sudanese President Bashir dissolves government appoints new PM Summit in Tehran calls for political solution in Syria A picture is worth a thousand words. Follow us on Instagram. FOLLOW TRTWORLD Dont miss out on the Latest News We wont spam you and we respect your privacy. SUBSCRIBE TRT World on Youtube Subscribe to our Youtube channel for all latest in-depth on the ground reporting from around the world. Subscribe TRT World on Facebook Like Follow Follow Copyright 2018 TRT World. TRT World Watch Live TV Schedule Where to Watch Connect with TRT World iOS Android Youtube Satellite Coverage Partner Hotels Corporate About TRT World Careers Press Releases Documentary Contact Us Legal Terms of Use Privacy Policy Cookie Policy",trt,7/12/2016,aleppo,0,,,,,0
1926478984,10 civilians killed 15 injured in terrorist rocket attacks on Aleppo and Deir Ezzor.,6 September 2016 10 civilians killed 15 injured in terrorist rocket attacks on Aleppo and Deir Ezzor. SANA reporter in Aleppo said that 6 civilians including a woman and two children were killed and 12 other civilians were injured by rocket shells fired by terrorist groups on al-Athamiyeh neighborhood in Aleppo city on Tuesday. Meanwhile four civilians were killed when ISIS targeted residential neighborhoods in Deir Ezzor with rocket shells. SANA reporter in Deir Ezzor said that 20 rocket shells fired by ISIS terrorists positioned in Hweijet Saqer al-Rashdiyeh and al-Hweiqa targeted locals houses in al-Qusor and Hrabesh neighborhoods in the city. The terrorist attack killed four civilians and wounded three others causing material damage to locals houses and properties and infrastructure. Qabas / Hazem Sabbagh/Mazen,sana,9/6/2016,aleppo,0,,,,,0
1926479115,Syrian Coalition Declares Idlib Disaster Area amid Deadly Aerial Campaign,Thursday 02 June 2016 16:02 Syrian Coalition Declares Idlib Disaster Area amid Deadly Aerial Campaign. The Syrian Coalition has declared the entire province of Idlib a disaster area in light of continued deadly aerial campaign by the Assad regime and Russian forces. The Coalition has urged the Syrian interim government and all relief and medical organizations in the province to stay on full alert and make all efforts to address the deteriorating situation across Idlib province and meet the needs of civilians there. The Coalition called upon international humanitarian organizations and friendly countries to take urgent action in order to support medical and relief organizations working on the ground. The Coalition also called for expeditiously stepping up support for the Free Syrian Army and enable it defend civilians as well as thousands of internally displaced people against brutal attacks by the Assad regime and Russian forces. The Coalition called upon the international community to unequivocally condemn the Russian aggression on Syria and the crimes committed by the Assad regime against the Syrian people. It stressed the need for exercising pressure on the regime and its allies in order to stop the onslaught on Idlib and across all Syrias territories in line with UN Security Council resolutions. The Assad regime and Russian forces have lately intensified aerial bombardment on Idlib province targeting mostly civilian areas hospitals mosques and IDPs camps. The aerial campaign is clearly aimed at destroying rebel-held areas and forcing the civilian population out of their homes. At least 72 civilians including 15 children have been killed and over 325 wounded in the bombing on Idlib over the past few days. The bombings destroyed 4 health facilities a power station a school and a mosque. The Coalition criticized the lack of serious UN action to force an immediate halt to the military operations by the Assad regime and Russian forces and to force the Assad regime to immediately lift the blockades on besieged areas. (Source: Syrian Coalition) Twitter,etilaf,6/2/2016,idlib,0,,,,,0
1923848201,Syria forces execute 10 children of alleged rebels Monitor,"Syria forces execute 10 children of alleged rebels Monitor AFP Saturday 21 Feb 2015 Ten children were among at least 48 people killed in a Syrian village earlier this week as regime forces executed the families of five alleged rebels a monitoring group said Saturday. The killings took place in the village of Rityan north of second city Aleppo which regime forces entered on Tuesday during an offensive aimed at cutting rebel supply lines to the Turkish border the Syrian Observatory for Human Rights said. The Britain-based monitoring group said that villagers had discovered the bodies of those killed when they returned to their homes after the regime forces pulled back on Wednesday. The wives of the five alleged rebel fighters were also among the dead. ""The troops and militiamen knew exactly where they lived thanks to the informers who accompanied them"" Observatory director Rami Abdel Rahman said. ""There was no resistance except in one house where a rebel opened fire at troops before being executed along with his family"" he added. Activist Mamun Abu Omar said some of the bodies of the dead had been mutilated. The brief seizure of Rityan was part of an abortive offensive launched by the army this week to try to encircle the rebel-held east of Aleppo and relieve two besieged Shiite villages to its north. By Friday all but one of the villages taken by government forces in the initial fighting had been recaptured by the rebels who include fighters of Al-Qaeda affiliate Al-Nusra Front. The heavy fighting claimed the lives of 129 regime loyalists and 116 rebels including an Al-Nusra commander according to an Observatory toll.",ahram,2/21/2015,aleppo,0,,,,,0
1965511138,47 Leaders of Ahrar Al-Sham Killed in Idleb Blast,"10-09-2014 47 Leaders of Ahrar Al-Sham Killed in Idleb Blast. The blast which wiped out the terrorist Ahrar al-Sham commands meeting in Idleb killed 47 the opposing UK-based Syrian Observatory reported. The blast which wiped out the terrorist Ahrar al-Sham commands meeting in Idleb killed 47 the opposing UK-based Syrian Observatory reported. ""Explosives were positioned near the meetings hall."" The explosion in northwestern Syria killed Ahrar al-Shams leader Hassan Aboud as well as other commanders according to the group part of the so-called Islamic Front alliance. Some 50 of the groups leaders had been gathered at a house when the blast went off inside the meeting. In a video statement Ahrar al-Sham said its council appointed Hashem al-Sheikh also known as ""Abu Jaber"" as leader and Abu Saleh Tahan as military chief. It pledged to keep fighting against Syrian government forces and ISIL. It is worth noting that neither Ahrar al-Sham nor the Islamic Front alliance blamed any group for the blast.",manar,9/10/2014,idlib,0,,,,,0
