article_title,article_content,label
Condition of Corona-infected nurses improves,"The condition of two nurses — a Filipino and an Indian — who tested positive for MERS-Coronavirus at a hospital in Abha has improved. “I spoke to the Indian nurse over phone to reassure her health,” said Indian Consul General Mohammed Noor Rahman Sheikh. Speaking to Saudi Gazette, he said that the Indian Consulate authorities are in constant touch with the director of health affairs and other officials in Asir region who have taken all the precautionary measures to contain the spread of the virus. The nurse who has infected with the virus hails from Ettumanoor in Kottayam district of the southern Indian state of Kerala. She reportedly contracted the virus while caring for a nurse from the Philippines, who had tested positive for MERS. Sheikh said that the nurse is among some 50 Indian nurses working at Al-Hayat Hospital in Khamis Mushayt and she has been shifted to the corona center of Asir Central Hospital following the infection. “We have received information that no other nurses had contracted the virus and that Prince Turki Bin Talal, emir of Asir, has given necessary instructions to take all measures to contain the spread of the disease,” the consul general said. Ashraf Kuttichal, president of the southern region committee of Overseas Indian Cultural Congress and member of the Indian Consulate Welfare Committee, told Saudi Gazette that the nurse has been shifted to hospital ward from the intensive care unit after her condition improved considerably. Dr. Tareq Al-Azraqi, consultant internist at Asir Central Hospital and head of the infection control committee in the southern region, informed that the condition of the Filipino and Indian nurses have improved to the extent that there is no cause for concern. Around 150 staff members of Al-Hayat Hospital, mostly expatriate nurses, have already tested negative for the virus while the procedures are under way to carry out tests of the remaining 85 staffers, Kuttichal said quoting the health department officials. The social worker said around 30 nurses from Kerala were quarantined at their accommodation for some time after one of their inmates had tested positive for Coronavirus on Jan. 21. “The nurse had been caring for their Filipino colleague, a chronic patient who later tested positive for the virus,” he said. V. Muraleedharan, India’s minister of state for foreign affairs, tweeted on Thursday that about 100 Indian nurses working at Al-Hayat Hospital have been tested and none except one nurse was found infected by Corona virus. “The affected nurse is being treated at Asir Central Hospital and is recovering well,” he said. Meanwhile, Kerala Chief Minister Pinarayi Vijayan has written to the Ministry of External Affairs, seeking intervention in connection with the MERS-coronavirus outbreak among the nurses. In a letter sent to S. Jaishankar, India’s minister of external affairs, he urged to take the matter seriously and ensure better treatment after communicating with the Saudi authorities.",0
"On the Origins of the 2019-nCoV Virus, Wuhan, China","RECOMBINATION technology has been in use in molecular virology since the 1980’s. The structure of the 2019-NCoV virus genome provides a very strong clue on the likely origin of the virus. Unlike other related coronaviruses, the 2019-nCoV virus has a unique sequence about 1,378 bp (nucleotide base pairs) long that is not found in related coronaviruses. Looking at the phylogenetic tree recently published derived using all the full genome sequence, we see the 2019-nCoV virus does not have clear monophyletic support given the bootstrap value of 75 (Fig 1). Close-up on Bootstrap value of 75 for available 2019-nCoV from Lu et al., 2020 The Lancet article [ Full Text ] There is no doubt that there is a novel sequence in 2019-nCoV; we confirmed this via sequence alignment. Here’s the DOT plot: The gap in the line shows a lack of sequence homology beween the most similar bat coronavirus and 2019-nCoV. The inserted sequence, which should not be there is here: inserted-portion Download A database search by the first team to study and publish the whole genome sequence for the origins of the inserted sequence turned up no hits (Ji et al., 2020). They conducted a codon-bias analysis which led them to speculate that perhaps there had been a recombination event between a coronavirus in snakes with a coronavirus from bats (Ji et al., 2020). [ Full Text ] This led to criticism on Wired(3) with quote dismissing the snake origin hypothesis as lacking evidence. There is, however, clear evidence that the novel sequence, which I will refer to henceforth as INS1378, is from a laboratory-induced recombination event. Specifically, (1) The sequence similarity to other coronavirus sequences is lower to its most similar sequences in any coronavirus than the rest of the genome (IPAK finding) (2) The high sequence similarity of INS1378 to a SARS spike protein (2; IPAK Confirmed) . (3) We also found significant sequence similarity of INS1378 to a pShuttle-SN vector that was in use in the 1980’s in China to create a more immunogenic coronavirus (IPAK finding, details below, Option 4). Here, I review four Option on the origins of the 2019-nCoV Coronavirus isolated from human patients from Wuhan, China. Option 1. Natural coronavirus related to bat coronaviruses, Not a Recombined Virus . Evidence for: Phylogenetic clustering with Bat coronaviruses. Evidence against: Low bootstrap support (N=75) and presence of a INS1378. Status: Falsified hypothesis. Test: Survey coronviruses in animals in the wild. Option 2. A recombined virus that naturally picked up a SARS-like spike protein in it N-terminus (3′ end) of the viral genome. Evidence for: The INS1378 codon bias similar to snakes ($) Evidence against: Insufficient match in database search to other known CoV spike proteins (Ji et al., 2020) Status: Speculative hypothesis. Unlikely. Test: Find an isolate that matches 2019-nCoV in the wild and reproducibly independently isolate the virus from a wild animal (a match will confirm). Option 3. A recombined virus made in a laboratory for the purpose of creating a bioweapon. Both China and the US hinted at the other side’s potential liability in playing a role in bringing about a novel coronavirus in the lab specifically for the purpose of being used as a bioweapon. To add to the intrigue, a Chinese Scientist was released from BSL-4 laboratory in Manitoba, Canada for violating protocols, allegedly sending samples of deadly viruses to mainland China. On January 26, The Washington Times published this article citing an Israeli defense expert claiming that China has likely proceeded with a bioweapons program, but ending the article with a quote to London’s Daily Mail from a US scientist Rutgers University microbiologist Richard Ebright that “at this point there’s no reason to harbor suspicions” that the lab may be linked to the virus outbreak. The same person was quoted in a Feb 2017 Nature article stating that SARS had escaped the Wuhan facility “multiple times”. Evidence for: Presence of BSL-4 laboratory 20 miles from the Wuhan seafood market Evidence against: Published opinion. Status: Rumor. But see below. Option 4. A recombined virus made in a laboratory for the purpose of creating a vaccine. IPAK researchers found a sequence similarity between a pShuttle-SN recombination vector sequence and INS1378. Here’s a shot of the alignment and the DOT Plot. Here’s the nucleotide sequence at NCBI’s Nucleotide database . Here’s a patent for its use in recombination virology. The pShuttle-SN vector was among many described in a 1998 paper by Bert Vogelstein et al; here is a company where one can purchase the pShuttle-SN vector: It turns out that the sequence from pShuttle is most closely related to the Spike protein from SARS coronavirus. This particular technology was used in 2008 to attempt to develop a more immunogenic vaccine against coronavirus. Here’s a Chinese patent for that technique and product intended for use in a vaccine . The patent summary reads: SARS vaccine of adenovirus vector and preparation method, application of coronavirus S gene Abstract (translated from Chinese) The present invention belongs to the field of genetic engineering, particularly relates to adenoviral vector SARS vaccines, their preparation and coronavirus S genes in SARS (SARS) on vaccines for the prophylaxis. By means of biological engineering, the coronavirus S gene in combination with deficient recombinant adenovirus, the protective immunogen protein or polypeptide expressed therein, through expansion culture, purification, and formulation to prepare a mucosal immunogenicity can cause the gene vaccine, respiratory mucosal immune response induced by the body to produce antibodies against the virus infection. Specific conditions of the present invention, compared with conventional inactivated virus particle vaccine, safe, easy to use, without limitation intramuscular, have broad clinical applications. In 2015, The US called for an end to research creating new viruses in the lab that have increased threat (higher transmissibility, higher pathogenicity, higher lethalithy) (3) The very researchers conducting studies on SARS vaccines have cautioned repeatedly against human trials; “An early concern for application of a SARS-CoV vaccine was the experience with other coronavirus infections which induced enhanced disease and immunopathology in animals when challenged with infectious virus [31], a concern reinforced by the report that animals given an alum adjuvanted SARS vaccine and subsequently challenged with SARS-CoV exhibited an immunopathologic lung reaction reminiscent of that described for respiratory syncytial virus (RSV) in infants and in animal models given RSV vaccine and challenged naturally (infants) or artificially (animals) with RSV [32], [33]. We and others described a similar immunopathologic reaction in mice vaccinated with a SARS-CoV vaccine and subsequently challenged with SARS-CoV [18], [20], [21], [28]. It has been proposed that the nucleocapsid protein of SARS-CoV is the antigen to which the immunopathologic reaction is directed [18], [21]. Thus, concern for proceeding to humans with candidate SARS-CoV vaccines emerged from these various observations.” – Tseng et al., The disease progression in of 2019-nCoV is consistent with those seen in animals and humans vaccinated against SARS and then challenged with re-infection. Thus, the hypothesis that 2019-nCoV is an experimental vaccine type must be seriously considered. Evidence for: Sequence homology between INS1378 to pShuttle Coronavirus vaccine; presence of a SARS-like Spike protein in bat coronavirus, otherwise most similar to bat coronaviruses; low bootstrap value. Evidence against: Low sequence homology (but highly signifiant). NB these viruses are RNA viruses and they can evolve quickly, even under laboratory conditions. Status: Most likely. Test: Determine the nucleotide sequence all laboratory types of coronavirus being studied in China (a match will confirm). Find an isolate that matches 2019-nCoV in the wild and reproducibly independently isolate the virus from a wild animal (a match will falsify). The available evidence most strongly supports that the 2019-NCoV virus is a vaccine strain of coronavirus either accidentally released from a laboratory accident, perhaps a laboratory researcher becoming infected with the virus while conducting animal experiments, or the Chinese were performing clinical studies of a Coronavirus vaccine in humans. Dr. Dale Brown brought to my attention the studies that have reported serious immunopathology in animals – rats, ferrets, and monkeys – in which animals vaccinated against coronoviruses tended to have extremely high rates of respiratory failure upon subsequent exposure in the study when challenged with the wild-type coronavirus. “Caution in proceeding to application of a SARS-CoV vaccine in humans is indicated”- Te et al., 2012 [ Full Text ] Yasui et al., (2012) reported severe pneumonia in mice who were vaccinated against SARS who were subsequently infected with SARS. Another study of a double-inactived SARS vaccine found increased eosinophilic proinflammatory responses in vaccinated mice, especially older mice, writing: “Importantly, aged animals displayed increased eosinophilic immune pathology in the lungs and were not protected against significant virus replication.” If the Chinese government has been conducting human trials against SARS. MERS, or other coronviruses using recombined viruses, they may have made their citizens far more susceptible to acute respiratory distress syndrome upon infection with 2019-nCoV coronavirus. The implications are clear: if China sensitized their population via a SARS vaccine, and this escaped from a lab, the rest of world has a serious humanitarian urgency to help China, but may not expect as serious an epidemic as might otherwise be expected. In the worst-case scenario, if the vaccination strain is more highly contagious and lethal, 2019-nCoV could become the worst example of vaccine-derived contagious disease in human history. With an uncharacteristic aysmptomatic prodromal period of 5-7 days, individuals returning from China to other countries must be forthright and cooperative in their now-prescribed 2-week quarantine.",0
Spoof: World Health Organization Spread of the Corona Virus,"February 5th, 2020 Well, it’s difficult to know what is real and what is a rumor about the Corona Virus on any given day. The information from the U.S. Communicable Disease Center should be helpful, but it’s not. [Seriously] Included in their statement below are far too many, “Thought to be, CAN and Maybe statements for them to hold up to scientific rigor. [Peer Review] As I started digging further into the subject, it’s very clear that “Those in the Know,” know next to nothing. Fortunately, the CDC shed the light on how the disease is thought to be spread, [Or maybe not] It’s when we hear “The World Health Organization, think the U.N. and they do nothing particularly well.” Much is unknown about how 2019-nCoV, a new coronavirus, spreads. Current knowledge is largely based on what is known about similar coronaviruses. Coronaviruses are a large family of viruses that are common in many different species of animals, including camels, cattle, cats, and bats. Rarely, animal coronaviruses can infect people and then spread between people such as with MERS , SARS , and now with 2019-nCoV. Most often, spread from person-to-person happens among close contacts (about 6 feet). Person-to-person spread is thought to occur mainly via respiratory droplets produced when an infected person coughs or sneezes, similar to how influenza and other respiratory pathogens spread. These droplets can land in the mouths or noses of people who are nearby or possibly be inhaled into the lungs. t’s currently unclear if a person can get 2019-nCoV by touching a surface or object that has the virus on it and then touching their own mouth, nose, or possibly their eyes. Typically, with most respiratory viruses, people are thought to be most contagious when they are most symptomatic (the sickest). With 2019-nCoV, however, there have been reports external icon of spread from an infected patient with no symptoms to a clo se contact. It’s important to note that how easily a virus spreads person-to-person can vary. Some viruses are highly contagious (like measles), while other viruses are less so. There is much more to learn about the transmissibility, severity, and other features associated with 2019-nCoV and investigations are ongoing. This information will further inform the risk assessment . H/T to Jay for the video.",0
Vaxil Announces the Identification of a Potential Corona Virus Vaccine and Provides an Update in the Previously Announced Debt Financing,"VAXIL BIO LTD. ("" Vaxil "" or the "" Company "") (TSX VENTURE: VXL), an innovative immunotherapy biotech company specializing in cancer and infectious diseases, is pleased to announce that it has completed in silico analyses and believes that it has successfully identified a corona virus (COVID-19) vaccine candidate ("" Vaccine Candidate ""). The Vaccine Candidate is based on unique and patent protected signal peptide technology, utilizing Vaxil's proprietary VaxHit™ bioinformatics platform. The Vaccine Candidate's design is also based on successful in vivo experiments testing a tuberculosis signal peptide vaccine. ""We are very excited to have been able to isolate a preliminary candidate that might address the current and emerging need in such a short time,"" said David Goren, Vaxil's Chairman and Chief Executive Officer, who went on to say that ""we look forward to the next step of identifying resources and partners to solidify the most efficient path forward."" Mr. Goren continued to explain that ""we have identified signal peptide combinations which we believe can be effective as a prophylactic vaccine against the current corona virus and might also demonstrate therapeutic value in the future."" Vaxil plans to initiate non-GMP manufacturing followed by testing as we explore partnerships and other possibilities. Vaxil also wishes to announce that it anticipates that the private placement previously announced on January 20, 2020, pursuant to which the Company will be issuing convertible debentures with a face value of $1,000 and bearing an annual interest rate of 10% for gross proceeds of up to $200,000 will close on or around February 28, 2020. ABOUT VAXIL Vaxil is an Israeli immunotherapy biotech company focused on its novel approach to targeting prominent cancer markers and infectious diseases. Its lead product ImMucin™ successfully completed a Phase 1/2 clinical trial in multiple myeloma and received orphan drug status from the FDA and EMA. The company continues to develop ImMucin™ and is also developing a tuberculosis vaccine / treatment that has demonstrated promising preliminary results with further preclinical evaluation underway at a top US academic and research institution. Additional indications and mAb candidates are under evaluation as immuno-oncology and infectious disease treatments alone and in combination with other treatments. Vaxil exploits the unique properties of signal peptide domains on crucial proteins to develop targeted therapies against cancer targets and infectious disease pathogens. These signal peptide domains are identified by VaxHit™, Vaxil's proprietary bioinformatic approach. These SPs induce a robust T- and B-cell response across wide and varied HLA subtypes, while acting as true, universal neoantigens. The peptide platform targets these cells by ""educating"" or specifically activating the immune system to recognize and attack the affected cells. In addition, Vaxil's mAb platform directly recognizes the target protein expressed on malignant cells and recruits other elements of the immune system to lyse those cells. Disclaimer: The TSX Venture Exchange Inc. has in no way passed upon the merits of the Company has neither approved nor disapproved the contents of this press release. Neither TSX Venture Exchange nor its Regulation Services Provider (as that term is defined in the policies of the TSX Venture Exchange) accepts responsibility for the adequacy or accuracy of this release. This news release contains forward-looking information, which involves known and unknown risks, uncertainties and other factors that may cause actual events to differ materially from current expectation. Important factors -- including the availability of funds, the results of financing efforts, the results of exploration activities -- that could cause actual results to differ materially from the Company's expectations are disclosed in the Company's documents filed from time to time on SEDAR (see www.sedar.com ). Readers are cautioned not to place undue reliance on these forward-looking statements, which speak only as of the date of this press release. The company disclaims any intention or obligation, except to the extent required by law, to update or revise any forward-looking statements, whether as a result of new information, future events or otherwise. This press release does not constitute an offer to sell or a solicitation of an offer to sell any of the securities described herein in the United States or elsewhere. These securities have not been, and will not be, registered in the United States Securities Act of 1933, as amended, or any state securities laws, and may not be offered or sold in the United States or to U.S. persons unless registered or exempt therefrom.",0
Vaccines Are Not The Answer To The Novel Corona Virus Pandemic Or Any Other Virus!,"The One Percent That Identify Them Selves As Neo Aristocrats, Actually Believe That Vaccines Should Be Deployed To End the Fertility Of Women. The World Health Organisation Who Developed A Vaccine To End Fertility, Were Convicted In The Phillipines Of Involuntarily Sterilising Many Of The Female Population. And This Is Why…………. Dr Judy Mikovits Jailed For Exposing deadly viral Neurotoxins in all vaccines. Molecular biologist Judy A. Mikovits, PhD, reveals the disturbing true story of how she was thrown in prison for blowing the whistle on deadly viral contamination of all human vaccines.",0
GenScript ProBio Screens anti-2019 nCoV Antibodies in,"On February 4, 4:46 a.m., escorted by public security officers, 8 transgenic mice for fully human antibodies immunized with antigen from 2019 nCoV from Rongchang District, Chongqing were brought by Chongqing Academy of Animal Sciences and Chongqing CAMAB Biotech Ltd. to Nanjing. These ""anti-2019 nCoV"" mice are provided to* GenScript Biologics Development Business Unit (now known as GenScript ProBio)* for emergency antibody drug screening in response to 2019 nCoV pneumonia. *In 12 hours, GenScript ProBio successfully screened specific antibodies that recognize viral proteins and potentially block binding of virus to cellular receptors. *In less than 24 hours, using the *Beacon single-cell platform*, GenScript ProBio completed immunized mice processing, immune cell isolation and enrichment, single cell sorting, on-chip binding and blocking screening, which usually takes three months using the traditional hybridoma antibody screening. This contributes to the breakthrough in anti-2019 nCoV antibody screening.* GenScript is China's first CDMO that applies the world's leading digital Beacon Platform in antibody discovery services.* In fact, as early as January 23 before the rapid outbreak, Discovery Department Head of GenScript ProBio, initiated the collaboration for an emergency screening project against 2019 nCoV together with Chongqing Academy of Animal Sciences and Chongqing CAMAB Biotech Ltd. The project team discussed the protocol details from antigen immunization to anti-2019 nCoV antibody characterization. For such emergency antibody drug project, the core lies in rapid antibody generation. This involves seamless integration of screening, sequencing and vector synthesis and further development to fight the 2019 nCoV outbreak. We finally worked out the optimal solution of rapid immunization coupled with GenScript ProBio Beacon single-cell platform screening and had multiple alternatives. *Dr. Brian Min, CEO of GenScript ProBio, said: **""**Our mission is to accelerate drug development through innovation and collaboration. I am confident that we will defeat the virus by working diligently together with our customers.* "" After successful antibody sequence screening, the team will work on expression of those antibody genes, and will perform further virus blocking and neutralization tests for the expressed antibodies. These Emergency antibodies after validation are expected to be put into mass production in GenScript ProBio to fight 2019 nCoV. *About GenScript ProBio:* GenScript ProBio is the CDMO segment of the world's leading biotech company GenScript, providing a one-stop biological drug research and development platform. GenScript ProBio's one-stop antibody drug development solutions include antibody drug discovery (hybridoma, phage display, full human and bispecific antibodies technologies), antibody engineering (antibody humanization, evaluation and optimization of drug compounds and affinity maturation) and other services. GenScript ProBio's total cell therapy solution covers IND preparation as well as clinical sample and commercial production. Process development controls ensure compliance, data integrity ensures traceability, and all test deviations are strictly studied and documented. With the principle of ""providing the best-in-class quality to and serving for the interests of customers"", GenScript ProBio is committed to helping customers shorten the timeline for biological drugs from development to clinical use, significantly cutting the R&D costs, accelerating the commercialization of medicines, and building a healthy future while making contributions to the development of the pharmaceutical industry under the Made in China 2025 plan.",0
Patient tested positive' for 2019 nCOv in Makati Medical Center,"Claim: A message saying a “patient tested positive” for the 2019 novel coronavirus (nCoV) at the Makati Medical Center circulated on messaging apps and social media platforms on Monday, January 27. The message read: “Hi team, please prevent going to Makati Med. My father-in-law informed us just now that one patient tested positive from Corona Virus (sic). Though naka quarantine na (the patient’s already quarantined)...but still. Also please wear surgical mask at all times most especially whenever we are in Enterprise or Makati area because... ang dami talagang galing china (there really are a lot of people coming from China).” The message continued: “Government banned direct flights from Wuhan but these people enter through different routes just so they would get out of Wuhan. Mala Train To Busan talaga ang dating (The situation is like Train to Busan) . Pati laging mag (Also always use) alcohol after using the elevator. Thanks thanks.” The message came from a certain “Janelle (Zenith),” as indicated at the bottom of the message. Three readers forwarded the message to Rappler for verification. Rappler also spotted at least two Facebook posts that said the same claim. Rating: FALSE The facts: There is still no confirmed case of the 2019 nCoV in the Philippines as of January 28, according to the Department of Health (DOH). However, Health Secretary Francisco Duque III said in a press briefing that there are a total of 27 persons under investigation as of 1:30 pm, January 28. Three of them have already been discharged as they tested positive not for 2019-nCoV but for other diseases. The Makati Medical Center reiterated the DOH warning against posting unconfirmed information about the novel coronavirus in a post on its official Facebook account. It was shared at 1:36 pm on January 27, or when the message about an alleged confirmed case started to spread. On January 24, the DOH announced that the 5-year-old boy with a suspected case of the new coronavirus in Cebu City tested negative . Rappler has so far debunked 3 claims since the novel coronavirus outbreak. On January 15, a false claim about a “SARS case” reported in a clinic at Shangri-La Plaza in Mandaluyong City came out. More than a week later, another false claim circulated, that there are “confirmed cases” of coronavirus at the PBCom Tower in Makati. – Pauline Macaraeg/Rappler.com Keep us aware of suspicious Facebook pages, groups, accounts, websites, articles, or photos in your network by contacting us at factcheck@rappler.com. Let us battle disinformation one Fact Check at a time.",0
With the recent Corona Virus outbreak I thought my dream from 2012 certainly fit.,With the recent Corona Virus outbreak I thought my dream from 2012 certainly fit. 11-04-27 Dream: I was walking on top of a grassy ridge. People were all around me. It felt like wartime and I could see soldiers all around us. It felt like Nazi Germany but I knew I was in the US somewhere. Tables were set up with small boxes open on the tables. I heard an air-raid siren wailing close by and the people started running towards the boxes. The boxes held surgical masks. The people were quickly putting them on and running down the hill to the ravine. Pup tents were set up and everyone was piling into them. Sensing the imminent danger I ran to the table grabbed a mask and ran down the hill. I went into the first tent I could find. Several young people were inside the tent panicking. A young girl was crying. We could hear the bombs squealing as they were dropping from the beautiful blue sky. A bomb dropped right beside us and I knew we were doomed. I heard a whirring sound from the bomb and thought it was a dispersant bomb that released some deadly virus or toxin. Some young guy grabbed a defenceless girl and held her up to protect himself from the bomb. What a spineless jerk I thought to myself and I grabbed her and put her behind me trying to protect her from the explosion. I awoke at this point and looked at the clock. It was just after 12am. I remembered the day before during prayer the Lord speaking to me saying by 12 that night he would speak to me concerning the things that are about to come. Posted by Joe Ouellette at 6:26 AM,0
Clover Initiates Development of Recombinant Subunit-Trimer Vaccine for Wuhan Coronavirus (2019-nCoV),"Clover Biopharmaceuticals, a global clinical-stage biotechnology company focused on developing novel and transformative biologic therapies, today announced that it has initiated development of a recombinant subunit vaccine for 2019-nCoV, the newly identified coronavirus that is believed to have originated from Wuhan, China. Since this outbreak was first reported in late-2019, the 2019-nCov virus has so far infected thousands of people and has caused over one hundred reported deaths (as of January 28, 2020). The epidemic currently appears to be in an exponential phase. Similar to other enveloped RNA viruses such as HIV, RSV and Influenza, 2019-nCoV is also an RNA virus that has a trimeric spike (S) protein on its viral envelope. The trimeric S protein of 2019-nCoV is responsible for binding to host cell surface receptor ACE2 and subsequent viral entry. Symptoms in infected patients include fever, coughing and breathing difficulties, and it can be fatal. Clover is using its patented Trimer-Tag © technology to construct a recombinant 2019-nCoV S protein subunit-trimer vaccine (S-Trimer) and will produce it via a rapid mammalian cell-culture based expression system. Clover expects to obtain highly purified S-Trimer vaccine for further preclinical safety and analysis within the next 6-8 weeks. Having its own in-house cGMP biomanufacturing capabilities, Clover would potentially be able to rapidly scale-up and produce large-quantities of a coronavirus vaccine, if a successful vaccine candidate is able to be identified. Clover has previously developed recombinant subunit-trimer vaccines for HIV, RSV and Influenza viruses utilizing its Trimer-Tag © technology and has demonstrated that they are able to evoke protective neutralizing antibody responses in multiple animal models. “Upon knowing the genomic DNA sequence of this newly identified 2019-nCoV last week, we immediately started designing the vaccine construct and initiated its gene synthesis. Using our proprietary Trimer-Tag © protein trimerization technology, we plan to complete constructing the expression vector for S-Trimer vaccine and produce it for further evaluation within weeks,” said Dr. Peng Liang, co-founder, Chairman and President of Clover. “We believe that S-Trimer utilizing Trimer-Tag © technology will be faster to produce and potentially safer and more effective than vaccines produced via traditional approaches that involve lengthy live viral propagation, amplification, purification and heat/chemical attenuation or inactivation processes.” “We are excited to initiate development of the S-Trimer vaccine candidate for 2019-nCoV and hope that by leveraging our proprietary Trimer-Tag © technology and cGMP biomanufacturing capabilities, we can help support global efforts to fight the growing 2019-nCoV epidemic,” said Joshua Liang, Chief Strategy Officer and Board Director at Clover. “To this end, we recognize that collaboration will be critical to accelerating the development of a successful vaccine, and we invite any interested regulatory, academic or industry parties to contact and collaborate with us.” About Clover Biopharmaceuticals Clover Biopharmaceuticals is a global, clinical-stage, research-based biotechnology company focused on discovering, developing and commercializing transformative biologic therapies, with a focus on oncology and autoimmune diseases, as well as viral vaccines. Having raised more than US$ 100 million in total capital since 2016, Clover is utilizing its proprietary Trimer-Tag © technology platform to develop novel biologics targeting trimerization-dependent pathways. Additionally, Clover is leveraging its in-house cGMP biomanufacturing capabilities to develop select biosimilars. For more information, please visit our website: www.cloverbiopharma.com . www.cloverbiopharma.com . About Trimer-Tag © Technology Trimer-Tag © is an innovative drug development platform which allows the production of novel, covalently-trimerized fusion proteins. Many major disease targets are trimerization-dependent such as the tumor necrosis factor superfamily (involved in extrinsic apoptosis, immune co-stimulation and inflammation) as well as enveloped RNA virus antigens responsible for entry into host cells. Clover is using Trimer-Tag technology to create trimerized fusion proteins that are able to effectively target these previously undruggable pathways. About Wuhan Coronavirus 2019-nCoV The new coronavirus identified in late-2019 was officially named by WHO as 2019-nCoV on January 12, 2020. Coronavirus is a family of enveloped RNA viruses that include MERS and SARS, both of which caused serious human infections of the respiratory system. 2019-nCoV has never before been found in human and has infected thousands and caused over one hundred deaths (as of January 28, 2020). Currently there are no vaccines or safe and effective treatments available for the virus.",0
A cure has been found for Corona virus - China,"The Chinese Ambassador to Nigeria, Dr Zhou Pingjian, says a cure has been found for coronavirus. While addressing a press conference in Abuja yesterday, Pingjian said Chinese scientists were working to develop a vaccine for the virus, assuring that the epidemic would lose its momentum in the next two weeks. . According to him; “All things considered, the epidemic can be contained, controlled and treated. The Chinese nation has gone through great winds and waves and overcome countless difficulties. . The 1000 bed makeshift hospital in Wuhan, which was built in 9 days and is in full operation today, speaks volumes.”",0
"Philippines extends lockdown in Metro Manila, areas with high COVID-19 cases","A soldier wearing a protective mask checks a woman's quarantine pass as the city undergoes a stricter lockdown to contain the coronavirus disease (COVID-19) spread, in Pasay City, Philippines, April 22, 2020. [Photo/Agencies] MANILA - The Philippine government on Friday announced that a lockdown in Metro Manila and provinces on the main island of Luzon with high number of coronavirus infections will remain in place for another two weeks or until May 15. The Philippine presidential spokesperson Harry Roque made the announcement in a recorded televised address that enhanced community quarantine will remain in Metro Manila, Central Luzon, Calabarzon region comprising the provinces of Cavite, Laguna, Batangas, Rizal, and Quezon, and Lucena City, and all other areas with high cases of coronavirus disease (COVID-19) transmission. The entire main Luzon island in the Philippines has been under ""enhanced community quarantine"" from March 16 in a drastic bid to contain the spread of COVID-19 in the country. On April 7 the Philippine government announced that it's going to extend the enhanced community quarantine to April 30 as the government continues to fight COVID-19. The Philippines has so far recorded 6,981 COVID-19 cases with 462 deaths and 722 recoveries.",0
Coronavirus nCOV 2019 - God's Last WarningGod's Last Warning,"The Novel Coronavirus, otherwise known as the Wuhan Coronavirus has taken root in every major country now. It increases at a rate of approximately 1.4x every day. So if you have 10 cases today, you will have 14 tomorrow, 20 the next day, and so on. This is assuming a best case scenario, going off how the virus spread over the last few weeks in China. Unlike most outbreaks, like SARS (also a coronavirus), This one is basically unstoppable, given it’s r0 of approx 3.5-4.7. What do I recommend at this point? Keep yourself informed by subscribing to the channel at the end of this article and watching the video above and the particularly the video below. So far he seems to be one of the few balanced and up to date sources for info on this virus. The only real way to avoid contracting this virus is complete isolation. This is what the government of China has chosen to do based on their data. Rather than repeat the information, I suggest you watch the video below and all his past videos. This is the real deal. I have heard a number of people say, “I will just do nothing and trust in God” based on psalm 91. Now, I absolutely agree if you are taking all available precautions, yes, you can claim those promises, and to avoid panic, I suggest you read it and rest in the promises. However, it is important to note, God is not your fairy god mother. God expects you to do whatever you can, and he will fill the gap of what you can’t do. God will not protect you from traffic if you walk out in front of it. He will not protect you if you intentionally jump off a cliff or play with dangerous snakes in an uncontrolled manner. God uses people to warn you, he gives you options, but you have to take them. Also, you need to pray and listen closely. These events if not prevented by extreme measures, will have a drastic impact on the financial security of the world. It may be a precursor to many of the last day draconian laws that culminate in Sunday laws. However, God knows the future, he knows where you are, and what you can do in your given environment, so you need to pray and use your God given facilities to protect yourself and/or your friends and family. Opposition Be aware, that due to the nature of geometric progression, the virus will appear to move very slowly in your country for the next week or so. You will be called crazy and many different things by friends and family if you take the necessary steps to avoid the virus, just as Noah was. Trust the data, and while panic is useless in this situation, a healthy respect for this dangerous virus is not. A geometric progression will take 67 days to go from 2 to 8 billion cases. Obviously this will slow as people wake up, however, due to the long period of asymptomatic spread of this virus, you don’t have long to act. There are likely far more people infected than is represented by the data. Most importantly get right with God and family members. God is in control, and many will be put in the grave to save them before the end. Any issues you have, get on the phone and try to resolve it where possible. Life is short, and for a significant portion of the population, it just got a lot shorter. So on that note, pray for your friends and family members and stay informed. Official Case tracking map here (updates daily). Stay safe, and God bless.",0
